9;TIT03;10200300040000;10200300040000;10;0;0;;False;0;0;;False;0;0;;0;0;
5;WRI00;;;;0;0;;False;0;0;;False;0;28;10200300040000;1;28;10200300040000
2;DRA02;;;;0;0;;False;0;0;;False;1;14;;1;28;
5;WRI00;;;;0;0;;False;0;0;;False;2;28;0000;0;0;
6;MUL01;4;0;0;1;24;4;False;0;28;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;2;24;0;0;0;
6;MUL01;4;0;0;1;24;4;False;0;27;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;2;23;0;0;0;
6;MUL01;4;0;0;1;24;4;False;0;26;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;2;22;0;0;0;
6;MUL01;4;0;0;1;24;4;False;0;25;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;2;21;0;0;0;
6;MUL01;4;4;16;1;24;4;False;0;24;4;False;0;0;;0;0;
5;WRI02;6;1;;0;0;;False;0;0;;False;2;20;6;0;0;
6;MUL01;4;0;0;1;24;4;False;0;23;0;False;0;0;;0;0;
6;ADD02;1;1;;0;0;;False;0;0;;False;0;0;;0;0;
5;WRI03;1;0;;0;0;;False;0;0;;False;2;19;1;0;0;
6;MUL01;4;0;0;1;24;4;False;0;22;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;2;18;0;0;0;
6;MUL01;4;0;0;1;24;4;False;0;21;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;2;17;0;0;0;
6;MUL01;4;3;12;1;24;4;False;0;20;3;False;0;0;;0;0;
5;WRI02;2;1;;0;0;;False;0;0;;False;2;16;2;0;0;
6;MUL01;4;0;0;1;24;4;False;0;19;0;False;0;0;;0;0;
6;ADD02;1;1;;0;0;;False;0;0;;False;0;0;;0;0;
5;WRI03;1;0;;0;0;;False;0;0;;False;2;15;1;0;0;
6;MUL01;4;0;0;1;24;4;False;0;18;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;2;14;0;0;0;
6;MUL01;4;2;8;1;24;4;False;0;17;2;False;0;0;;0;0;
5;WRI03;8;0;;0;0;;False;0;0;;False;2;13;8;0;0;
6;MUL01;4;0;0;1;24;4;False;0;16;0;False;0;0;;0;0;
5;WRI03;0;0;;0;0;;False;0;0;;False;2;12;0;0;0;
6;MUL01;4;1;4;1;24;4;False;0;15;1;False;0;0;;0;0;
3;WRI00;;;;0;0;;False;0;0;;False;2;11;4;0;0;
5;WRI00;;;;0;0;;False;0;0;;False;3;28;........;0;0;
6;MUL01;3;0;0;1;20;3;False;0;28;0;False;0;0;;0;0;
