0;TIT03;729;3;10; 0;0; ;False; 0;0; ;False; 0;0;   ; 0;0;
3;WRI01;729; ;  ; 0;0; ;False; 0;0; ;False; 0;3;729; 0;0;
3;WRI01;  3; ;  ; 0;0; ;False; 0;0; ;False; 1;3;  3; 0;0;
2;DRA02;   ; ;  ; 0;0; ;False; 0;0; ;False; 1;1;   ; 1;3;
6;MUL01;  3;9;27; 1;3;3;False; 0;3;9;False; 0;0;   ; 0;0;
5;WRI02;  7;2;  ; 0;0; ;False; 0;0; ;False; 2;3;  7; 0;0;
6;MUL01;  3;2; 6; 1;3;3;False; 0;2;2;False; 0;0;   ; 0;0;
6;ADD02;  2;8;  ; 0;0; ;False; 0;0; ;False; 0;0;   ; 0;0;
5;WRI03;  8; ;  ; 0;0; ;False; 0;0; ;False; 2;2;  8; 0;0;
0;MUL01;  3;7;21; 1;3;3;False; 0;1;7;False; 2;1; 21; 0;0;
0;TIT06;628;234;10; 0;0;;False; 0;0;;False; 0;0;  ;0;0;
3;WRI01;628;   ;  ; 0;0;;False; 0;0;;False; 0;1;6 ;0;0;
3;WRI00;628;   ;  ; 0;0;;False; 0;0;;False; 0;3;2 ;0;0;
3;WRI00;628;   ;  ; 0;0;;False; 0;0;;False; 0;5;8 ;0;0;
3;DRA02;   ;   ;  ; 0;0;;False; 0;0;;False; 0;1;  ;0;6;
0;DRA01;   ;   ;  ; 0;0;;False; 0;0;;False; 1;0;  ;6;0;
3;DRA01;   ;   ;  ; 0;0;;False; 0;0;;False; 1;6;  ;6;6;
0;DRA02;   ;   ;  ; 0;0;;False; 0;0;;False; 6;1;  ;6;6;
3;DRA04;   ;   ;  ; 0;0;;False; 0;0;;False; 1;2;  ;2;1;
3;DRA04;   ;   ;  ; 0;0;;False; 0;0;;False; 1;4;  ;4;1;
3;DRA04;   ;   ;  ; 0;0;;False; 0;0;;False; 1;6;  ;6;1;
3;DRA04;   ;   ;  ; 0;0;;False; 0;0;;False; 3;6;  ;6;3;
3;DRA04;   ;   ;  ; 0;0;;False; 0;0;;False; 5;6;  ;6;5;
3;WRI01;234;   ;  ; 0;0;;False; 0;0;;False; 2;7;2 ;0;0;
3;WRI00;234;   ;  ; 0;0;;False; 0;0;;False; 4;7;3 ;0;0;
0;WRI00;234;   ;  ; 0;0;;False; 0;0;;False; 6;7;4 ;0;0;
3;MUL01;  6;2;12; 0;1;6;False; 2;7;2;False; 1;1; 1; 2;2;2
3;MUL01;  2;2; 4; 0;3;2;False; 2;7;2;False; 1;3; 0; 2;4;4
3;MUL01;  8;2;16; 0;5;8;False; 2;7;2;False; 1;5; 1; 2;6;6
3;MUL01;  6;3;18; 0;1;6;False; 4;7;3;False; 3;1; 1; 4;2;8
3;MUL01;  2;3; 6; 0;3;2;False; 4;7;3;False; 3;3; 0; 4;4;6
3;MUL01;  8;3;24; 0;5;8;False; 4;7;3;False; 3;5; 2; 4;6;4
3;MUL01;  6;4;24; 0;1;6;False; 6;7;4;False; 5;1; 2; 6;2;4
3;MUL01;  2;4; 8; 0;3;2;False; 6;7;4;False; 5;3; 0; 6;4;8
0;MUL01;  8;4;32; 0;5;8;False; 6;7;4;False; 5;5; 3; 6;6;2
